@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	cpt_121	NUMERIC
@ATTRIBUTE	cpt_122	NUMERIC
@ATTRIBUTE	cpt_123	NUMERIC
@ATTRIBUTE	cpt_124	NUMERIC
@ATTRIBUTE	cpt_125	NUMERIC
@ATTRIBUTE	cpt_126	NUMERIC
@ATTRIBUTE	cpt_127	NUMERIC
@ATTRIBUTE	cpt_128	NUMERIC
@ATTRIBUTE	cpt_129	NUMERIC
@ATTRIBUTE	cpt_130	NUMERIC
@ATTRIBUTE	cpt_131	NUMERIC
@ATTRIBUTE	cpt_132	NUMERIC
@ATTRIBUTE	cpt_133	NUMERIC
@ATTRIBUTE	cpt_134	NUMERIC
@ATTRIBUTE	cpt_135	NUMERIC
@ATTRIBUTE	cpt_136	NUMERIC
@ATTRIBUTE	cpt_137	NUMERIC
@ATTRIBUTE	cpt_138	NUMERIC
@ATTRIBUTE	cpt_139	NUMERIC
@ATTRIBUTE	cpt_140	NUMERIC
@ATTRIBUTE	cpt_141	NUMERIC
@ATTRIBUTE	cpt_142	NUMERIC
@ATTRIBUTE	cpt_143	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 14, 29, 15, 12, 16, 12, 4, 2, 16, 12, 26, 43, 25, 18, 18, 6, 13, 7, 12, 10, 10, 14, 23, 9, 31, 33, 8, 10, 24, 17, 20, 8, 24, 20, 12, 25, 35, 26, 26, 58, 38, 42, 36, 31, 43, 46, 29, 20, 49, 10, 30, 61, 62, 45, 11, 36, 53, 43, 37, 19, 45, 7, 17, 18, 33, 42, 5, 45, 32, 41, 22, 4, 43, 28, 16, 15, 21, 40, 5, 35, 26, 15, 19, 11, 14, 38, 14, 16, 23, 40, 26, 52, 13, 13, 16, 41, 6, 37, 14, 13, 17, 38, 22, 51, 13, 10, 22, 33, 10, 33, 15, 16, 20, 35, 29, 21, 17, 9, 9, 39, 24, 37, 21, 11, 26, 29, 45, 33, 19, 19, 15, 5, 32, 0, 18, 9, 17, 25, 27, 23, 7, 8, 7, 0, AN
0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 19, 17, 16, 30, 26, 15, 20, 23, 17, 36, 11, 13, 14, 21, 20, 29, 19, 29, 15, 29, 20, 29, 36, 11, 27, 15, 25, 25, 19, 19, 36, 32, 23, 35, 35, 26, 22, 38, 39, 41, 38, 42, 39, 34, 44, 45, 36, 33, 26, 40, 19, 24, 28, 43, 12, 35, 37, 35, 42, 17, 29, 32, 34, 33, 19, 33, 37, 18, 37, 15, 36, 15, 6, 16, 17, 38, 13, 41, 22, 23, 11, 25, 45, 25, 25, 21, 17, 38, 7, 24, 28, 20, 28, 41, 27, 41, 24, 15, 10, 48, 15, 47, 23, 13, 25, 44, 0, 55, 17, 18, 44, 24, 16, 17, 37, 23, 18, 47, 6, 42, 15, 22, 28, 55, 45, 67, 43, 29, 15, 40, 4, 16, 35, 32, 18, 21, 34, 43, 28, 25, 46, 9, AN
0, 0, 0, 0, 0, 0, 0, 0, 39, 1, 24, 13, 7, 6, 4, 9, 10, 9, 43, 34, 49, 0, 22, 15, 12, 4, 8, 8, 9, 20, 29, 38, 30, 14, 12, 27, 12, 9, 5, 10, 13, 24, 18, 41, 1, 51, 23, 43, 39, 43, 30, 38, 37, 40, 10, 56, 0, 46, 19, 29, 45, 37, 27, 29, 31, 34, 23, 59, 12, 42, 20, 31, 30, 44, 3, 47, 37, 40, 28, 38, 25, 36, 4, 8, 23, 41, 14, 33, 26, 25, 2, 37, 9, 45, 13, 8, 14, 35, 15, 45, 19, 9, 15, 39, 0, 30, 19, 14, 15, 55, 26, 58, 16, 25, 15, 46, 6, 7, 38, 11, 11, 46, 30, 19, 28, 18, 19, 28, 7, 7, 26, 15, 29, 46, 55, 57, 41, 18, 25, 16, 4, 27, 42, 11, 18, 14, 35, 27, 14, 18, 27, 41, AN
0, 0, 0, 0, 0, 0, 0, 0, 43, 2, 20, 10, 7, 5, 3, 8, 18, 11, 46, 34, 41, 4, 17, 20, 6, 7, 7, 5, 10, 22, 28, 38, 26, 17, 10, 27, 11, 8, 3, 11, 14, 26, 20, 53, 2, 55, 26, 42, 43, 39, 36, 35, 39, 42, 11, 69, 3, 41, 21, 32, 43, 41, 32, 24, 38, 27, 20, 54, 23, 41, 24, 38, 27, 44, 10, 45, 30, 39, 13, 41, 25, 31, 5, 10, 18, 45, 15, 30, 24, 20, 5, 41, 2, 47, 10, 6, 12, 41, 23, 40, 10, 15, 21, 46, 3, 21, 21, 18, 11, 50, 26, 50, 18, 23, 16, 33, 2, 7, 36, 10, 21, 36, 30, 31, 22, 14, 23, 26, 6, 11, 35, 13, 26, 46, 44, 52, 40, 14, 23, 29, 6, 36, 23, 15, 21, 26, 33, 17, 18, 11, 29, 35, AN
0, 0, 0, 0, 0, 0, 0, 0, 39, 5, 14, 11, 10, 0, 4, 9, 17, 16, 36, 34, 40, 6, 11, 16, 12, 4, 5, 9, 9, 21, 20, 31, 30, 16, 8, 18, 9, 8, 4, 4, 12, 15, 8, 52, 5, 50, 25, 36, 30, 22, 29, 33, 42, 44, 19, 64, 9, 46, 26, 44, 38, 44, 32, 29, 35, 34, 29, 45, 22, 27, 18, 27, 19, 40, 9, 43, 21, 32, 12, 35, 24, 31, 3, 9, 25, 43, 9, 30, 24, 18, 8, 39, 0, 42, 13, 8, 12, 36, 20, 38, 21, 11, 15, 47, 2, 15, 29, 11, 17, 53, 20, 59, 14, 19, 16, 28, 5, 9, 33, 9, 15, 30, 25, 31, 20, 17, 13, 32, 11, 18, 39, 15, 26, 39, 36, 42, 41, 19, 18, 41, 5, 34, 20, 14, 22, 31, 36, 34, 21, 19, 23, 41, AN
0, 0, 0, 0, 0, 0, 0, 0, 23, 20, 15, 7, 7, 6, 1, 0, 3, 11, 18, 29, 31, 9, 19, 15, 9, 4, 3, 3, 5, 17, 10, 20, 34, 15, 8, 31, 12, 0, 7, 3, 4, 3, 9, 19, 37, 16, 33, 45, 60, 43, 11, 21, 45, 55, 49, 14, 32, 11, 26, 56, 56, 53, 7, 41, 49, 50, 14, 28, 30, 11, 20, 28, 31, 40, 12, 40, 45, 36, 35, 22, 39, 23, 15, 21, 21, 29, 6, 35, 29, 20, 17, 14, 42, 22, 12, 12, 15, 46, 14, 40, 23, 8, 18, 43, 12, 34, 17, 16, 10, 44, 37, 60, 2, 11, 20, 46, 17, 35, 15, 16, 22, 17, 24, 13, 20, 16, 20, 13, 33, 37, 11, 15, 42, 51, 47, 53, 29, 11, 24, 41, 3, 12, 10, 10, 19, 10, 20, 26, 15, 19, 14, 1, AN
0, 0, 0, 0, 0, 0, 0, 0, 19, 22, 13, 3, 4, 10, 4, 3, 10, 3, 8, 7, 3, 2, 16, 12, 11, 7, 15, 20, 7, 8, 18, 16, 0, 8, 16, 8, 6, 1, 3, 12, 12, 7, 23, 9, 22, 5, 16, 32, 35, 24, 4, 25, 41, 46, 42, 12, 50, 10, 31, 41, 33, 32, 39, 29, 30, 40, 22, 13, 57, 5, 27, 39, 36, 45, 8, 43, 33, 32, 30, 5, 53, 5, 15, 9, 23, 19, 11, 26, 11, 5, 10, 8, 58, 14, 19, 7, 8, 28, 25, 37, 24, 5, 13, 12, 40, 34, 17, 11, 7, 45, 31, 41, 25, 9, 17, 27, 1, 35, 18, 5, 26, 36, 40, 42, 46, 36, 15, 36, 1, 22, 20, 18, 44, 36, 26, 51, 47, 32, 10, 37, 4, 5, 47, 20, 29, 26, 44, 53, 33, 23, 19, 24, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 7, 0, 5, 5, 2, 0, 3, 2, 4, 0, 1, 10, 9, 4, 2, 9, 7, 18, 7, 24, 10, 0, 6, 16, 6, 2, 1, 2, 9, 3, 13, 14, 1, 7, 2, 23, 31, 36, 28, 4, 26, 36, 42, 43, 12, 49, 13, 27, 42, 33, 26, 29, 32, 24, 35, 18, 13, 53, 0, 34, 28, 24, 46, 11, 39, 17, 18, 36, 6, 54, 2, 7, 5, 19, 21, 11, 23, 20, 8, 7, 10, 49, 15, 15, 0, 2, 33, 26, 33, 25, 0, 2, 6, 30, 30, 5, 0, 5, 43, 24, 39, 32, 1, 6, 18, 0, 35, 10, 4, 28, 36, 27, 31, 45, 41, 3, 38, 0, 13, 27, 12, 44, 36, 31, 49, 55, 37, 4, 36, 0, 2, 44, 6, 26, 26, 40, 50, 36, 15, 8, 31, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 6, 5, 6, 0, 1, 3, 1, 25, 16, 0, 3, 16, 14, 10, 3, 3, 16, 6, 9, 15, 1, 0, 2, 12, 10, 4, 0, 1, 6, 12, 6, 17, 1, 0, 0, 28, 42, 44, 25, 6, 29, 41, 49, 27, 8, 1, 6, 23, 35, 25, 24, 39, 25, 28, 29, 19, 36, 29, 7, 36, 32, 37, 41, 7, 47, 34, 38, 37, 33, 30, 12, 5, 13, 16, 25, 22, 29, 11, 13, 5, 22, 31, 8, 14, 7, 11, 40, 27, 48, 16, 9, 10, 29, 36, 11, 14, 4, 9, 40, 27, 31, 10, 3, 12, 33, 43, 31, 17, 17, 31, 38, 53, 44, 45, 21, 13, 40, 2, 39, 21, 24, 43, 40, 44, 41, 46, 38, 10, 35, 8, 41, 30, 27, 19, 28, 49, 51, 31, 22, 41, 15, AN
0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 9, 5, 4, 4, 2, 3, 6, 6, 15, 3, 0, 2, 9, 9, 14, 3, 4, 17, 10, 8, 23, 4, 0, 2, 14, 11, 4, 0, 2, 7, 8, 8, 30, 2, 0, 1, 20, 33, 39, 25, 7, 30, 38, 50, 43, 14, 8, 7, 36, 47, 31, 25, 38, 31, 32, 36, 14, 26, 26, 8, 34, 31, 31, 39, 3, 44, 28, 26, 36, 6, 34, 11, 14, 11, 18, 23, 16, 33, 11, 11, 10, 5, 47, 9, 16, 14, 5, 34, 26, 41, 21, 8, 16, 22, 42, 17, 19, 6, 5, 42, 24, 40, 9, 3, 13, 39, 15, 39, 17, 10, 33, 33, 58, 44, 44, 32, 11, 39, 0, 36, 21, 22, 46, 42, 47, 51, 46, 41, 13, 35, 1, 26, 24, 36, 19, 24, 52, 53, 27, 38, 29, 18, AN
0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 16, 13, 7, 11, 3, 6, 10, 13, 6, 40, 0, 1, 16, 12, 7, 7, 9, 4, 9, 11, 10, 32, 0, 0, 20, 17, 26, 9, 14, 3, 19, 9, 8, 33, 2, 4, 51, 53, 43, 42, 32, 32, 45, 59, 46, 33, 24, 20, 19, 46, 20, 27, 28, 47, 20, 33, 37, 38, 46, 29, 9, 23, 12, 25, 21, 42, 12, 27, 18, 21, 39, 21, 15, 13, 17, 34, 16, 33, 18, 4, 6, 23, 8, 46, 13, 18, 16, 38, 6, 20, 17, 13, 14, 36, 0, 29, 16, 14, 15, 40, 32, 65, 9, 10, 19, 34, 0, 20, 14, 30, 15, 43, 36, 31, 12, 14, 22, 31, 5, 14, 16, 22, 33, 40, 34, 54, 52, 20, 16, 29, 15, 12, 26, 10, 19, 21, 26, 23, 14, 19, 29, 7, AN
0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 5, 6, 10, 4, 9, 2, 8, 12, 14, 1, 3, 13, 8, 11, 5, 13, 9, 12, 10, 0, 36, 0, 0, 19, 3, 4, 9, 9, 10, 5, 7, 7, 23, 13, 2, 42, 58, 38, 19, 18, 19, 28, 40, 39, 15, 37, 27, 20, 40, 32, 49, 23, 55, 42, 48, 39, 21, 38, 36, 14, 24, 33, 46, 6, 36, 31, 27, 21, 28, 22, 32, 21, 9, 3, 47, 7, 19, 18, 5, 2, 37, 0, 41, 20, 16, 25, 43, 1, 29, 33, 4, 12, 52, 0, 11, 30, 20, 23, 52, 26, 60, 13, 18, 23, 29, 0, 3, 31, 16, 35, 37, 44, 44, 43, 21, 29, 30, 4, 7, 15, 17, 36, 50, 28, 41, 45, 30, 32, 8, 14, 14, 30, 34, 20, 47, 60, 49, 26, 29, 29, 7, AN
0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 20, 4, 6, 8, 7, 9, 9, 6, 12, 16, 0, 1, 16, 7, 12, 10, 7, 10, 9, 12, 3, 29, 10, 2, 14, 19, 16, 8, 7, 5, 16, 11, 5, 26, 42, 18, 32, 53, 35, 26, 38, 17, 30, 44, 34, 25, 38, 36, 17, 38, 40, 39, 32, 55, 36, 50, 44, 32, 37, 36, 18, 16, 20, 33, 13, 37, 9, 23, 22, 27, 9, 42, 21, 13, 12, 44, 8, 42, 10, 4, 4, 38, 0, 21, 25, 13, 10, 36, 6, 22, 13, 13, 13, 48, 0, 14, 26, 28, 14, 49, 28, 56, 6, 16, 32, 29, 0, 1, 31, 18, 22, 35, 28, 29, 13, 28, 33, 16, 11, 11, 27, 14, 34, 56, 38, 59, 41, 22, 34, 5, 13, 14, 26, 35, 22, 35, 49, 34, 13, 4, 30, 12, AN
0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 16, 5, 10, 16, 25, 40, 42, 36, 16, 1, 9, 39, 3, 8, 7, 14, 23, 27, 47, 35, 21, 28, 10, 41, 0, 13, 17, 34, 23, 18, 31, 23, 40, 42, 13, 24, 6, 43, 43, 27, 24, 31, 33, 26, 29, 32, 24, 15, 19, 43, 23, 39, 4, 43, 23, 51, 28, 2, 19, 27, 2, 10, 33, 15, 13, 23, 33, 16, 16, 3, 15, 41, 2, 14, 5, 9, 12, 20, 9, 14, 19, 10, 36, 40, 0, 1, 21, 24, 10, 19, 33, 17, 13, 18, 34, 34, 19, 4, 25, 29, 19, 37, 21, 16, 18, 18, 29, 23, 49, 6, 11, 5, 21, 11, 22, 14, 24, 20, 23, 21, 48, 13, 43, 33, 33, 30, 27, 13, 33, 3, 17, 25, 44, 51, 7, 10, 21, 16, 12, 12, 44, 15, AN
0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 23, 2, 6, 7, 37, 34, 40, 39, 23, 2, 4, 37, 4, 2, 3, 8, 11, 44, 41, 18, 2, 2, 3, 38, 0, 5, 4, 13, 40, 21, 38, 37, 57, 41, 15, 16, 2, 44, 49, 27, 30, 18, 26, 11, 28, 44, 28, 10, 18, 34, 22, 42, 1, 37, 15, 35, 31, 24, 26, 18, 0, 4, 33, 20, 1, 20, 19, 17, 5, 1, 30, 28, 0, 5, 5, 5, 5, 22, 3, 5, 2, 7, 21, 37, 1, 1, 12, 25, 2, 18, 26, 9, 5, 8, 20, 32, 1, 1, 15, 21, 15, 32, 7, 5, 2, 13, 18, 20, 32, 2, 6, 2, 18, 7, 5, 7, 4, 7, 5, 22, 37, 3, 35, 33, 29, 25, 16, 12, 25, 11, 11, 22, 32, 18, 6, 3, 14, 5, 0, 3, 27, 29, AN
0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 10, 15, 25, 14, 10, 17, 27, 12, 10, 22, 14, 13, 17, 21, 12, 10, 15, 24, 23, 55, 34, 10, 9, 5, 15, 15, 21, 16, 18, 9, 24, 16, 33, 10, 4, 24, 16, 35, 41, 28, 30, 29, 38, 29, 16, 38, 7, 33, 9, 26, 35, 46, 27, 29, 29, 43, 25, 29, 4, 26, 36, 42, 27, 43, 12, 39, 15, 15, 29, 9, 2, 30, 1, 2, 16, 27, 8, 13, 23, 9, 0, 4, 8, 34, 11, 10, 6, 43, 14, 48, 7, 11, 15, 7, 8, 31, 10, 19, 20, 44, 31, 29, 19, 9, 14, 14, 24, 35, 14, 21, 14, 14, 27, 15, 9, 23, 24, 9, 18, 22, 14, 20, 34, 51, 63, 45, 46, 15, 23, 34, 26, 31, 36, 21, 26, 19, 31, 22, 7, 38, 9, 38, AN
0, 0, 0, 0, 0, 0, 0, 0, 16, 28, 20, 9, 9, 5, 4, 4, 5, 11, 32, 41, 33, 12, 16, 13, 12, 10, 4, 5, 11, 11, 23, 33, 32, 18, 9, 8, 1, 2, 8, 2, 0, 11, 13, 25, 48, 19, 46, 60, 51, 31, 17, 30, 39, 49, 37, 20, 37, 7, 34, 56, 51, 42, 5, 43, 42, 42, 22, 30, 40, 14, 22, 40, 44, 44, 6, 51, 40, 43, 37, 19, 36, 15, 10, 14, 19, 38, 16, 25, 22, 26, 12, 5, 55, 18, 7, 17, 36, 37, 17, 42, 26, 10, 24, 32, 22, 28, 12, 17, 36, 29, 43, 51, 21, 16, 19, 45, 16, 27, 12, 9, 12, 51, 57, 38, 15, 12, 29, 18, 8, 45, 14, 3, 59, 52, 51, 39, 21, 24, 20, 39, 44, 20, 17, 18, 24, 19, 24, 28, 14, 12, 16, 0, DI
0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 20, 7, 4, 0, 3, 1, 2, 10, 19, 35, 29, 19, 22, 16, 9, 5, 4, 3, 4, 11, 13, 35, 35, 20, 8, 12, 0, 1, 6, 11, 0, 9, 11, 25, 43, 19, 41, 58, 55, 38, 12, 30, 40, 54, 41, 22, 37, 8, 33, 58, 58, 50, 3, 44, 47, 42, 17, 28, 40, 15, 19, 36, 39, 43, 8, 46, 36, 44, 34, 20, 29, 12, 10, 15, 15, 36, 11, 30, 19, 23, 13, 3, 42, 19, 8, 11, 43, 37, 18, 42, 29, 9, 25, 22, 26, 25, 9, 15, 31, 39, 50, 56, 23, 13, 18, 46, 12, 31, 18, 10, 27, 45, 44, 47, 22, 4, 22, 28, 12, 32, 15, 4, 47, 44, 50, 37, 20, 17, 18, 38, 40, 31, 8, 13, 21, 21, 25, 24, 12, 10, 23, 5, DI
0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 17, 8, 22, 15, 15, 21, 16, 26, 6, 5, 8, 6, 16, 8, 14, 6, 12, 17, 16, 26, 19, 12, 1, 2, 13, 5, 1, 7, 6, 7, 9, 20, 13, 10, 0, 3, 46, 59, 41, 20, 20, 25, 27, 40, 36, 18, 13, 7, 20, 44, 44, 42, 34, 50, 63, 54, 19, 16, 17, 16, 14, 14, 26, 45, 14, 44, 18, 26, 31, 31, 48, 24, 15, 12, 1, 39, 13, 17, 7, 8, 5, 41, 23, 29, 14, 14, 13, 34, 5, 20, 16, 15, 9, 54, 4, 39, 9, 24, 20, 55, 43, 61, 22, 11, 44, 17, 0, 35, 7, 15, 25, 22, 28, 26, 11, 20, 36, 2, 9, 25, 7, 10, 37, 44, 36, 45, 47, 23, 35, 6, 14, 18, 24, 19, 32, 14, 35, 18, 41, 20, 23, 10, DI
0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 15, 6, 5, 13, 1, 4, 1, 3, 25, 24, 2, 3, 9, 8, 8, 10, 7, 9, 12, 13, 0, 42, 0, 0, 15, 6, 6, 5, 10, 13, 5, 9, 7, 27, 6, 3, 42, 52, 31, 11, 23, 18, 32, 47, 27, 20, 38, 21, 31, 47, 46, 50, 22, 57, 48, 49, 34, 26, 32, 34, 14, 18, 30, 43, 7, 43, 21, 30, 22, 33, 32, 30, 16, 12, 8, 38, 13, 25, 5, 3, 3, 46, 6, 48, 7, 10, 9, 28, 8, 28, 10, 12, 10, 39, 0, 10, 26, 21, 16, 55, 36, 56, 15, 9, 33, 24, 0, 1, 29, 12, 16, 30, 38, 34, 20, 21, 25, 19, 2, 6, 13, 14, 36, 48, 54, 61, 51, 27, 31, 4, 14, 12, 16, 22, 19, 30, 29, 28, 19, 16, 33, 6, DI
0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 9, 9, 4, 9, 1, 6, 1, 4, 16, 26, 5, 4, 15, 9, 9, 8, 16, 8, 16, 10, 0, 35, 0, 2, 15, 2, 7, 4, 6, 8, 9, 8, 4, 24, 1, 0, 45, 51, 36, 16, 16, 24, 31, 40, 30, 16, 22, 18, 28, 48, 44, 49, 22, 55, 50, 54, 35, 23, 42, 36, 17, 18, 27, 47, 5, 44, 26, 25, 26, 37, 44, 24, 11, 11, 4, 39, 12, 17, 1, 3, 2, 39, 14, 39, 15, 14, 10, 31, 3, 23, 20, 12, 9, 38, 0, 28, 8, 24, 14, 62, 38, 64, 18, 12, 29, 31, 0, 24, 11, 15, 19, 32, 38, 34, 26, 18, 34, 19, 4, 20, 8, 16, 46, 49, 54, 64, 48, 28, 33, 5, 14, 16, 13, 14, 17, 28, 33, 24, 17, 23, 33, 6, DI
0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 21, 16, 18, 23, 20, 15, 14, 24, 21, 40, 9, 14, 17, 21, 23, 20, 10, 19, 21, 35, 17, 41, 32, 22, 12, 19, 25, 21, 19, 23, 22, 20, 13, 29, 69, 30, 34, 51, 54, 33, 33, 38, 47, 55, 46, 38, 41, 24, 37, 24, 22, 43, 8, 38, 20, 18, 29, 40, 38, 22, 38, 36, 35, 41, 16, 42, 52, 56, 42, 27, 42, 19, 27, 36, 30, 40, 8, 30, 24, 6, 17, 13, 45, 14, 24, 19, 31, 41, 1, 17, 34, 17, 26, 21, 35, 30, 27, 14, 35, 40, 17, 51, 31, 21, 29, 18, 2, 42, 25, 17, 41, 32, 24, 39, 17, 30, 25, 20, 2, 40, 25, 25, 24, 69, 58, 74, 54, 30, 24, 35, 10, 31, 18, 35, 19, 8, 31, 19, 22, 25, 21, 39, DI
